LOCATION,SUBJECT,MEASURE,TIME,Value,Temperature
KOR,WHEAT,TONNE_HA,1993,2.711151737,0.04
KOR,WHEAT,THND_TONNE,1993,1.483,0.04
KOR,WHEAT,THND_HA,1993,0.547,0.04
KOR,RICE,THND_HA,1993,1135.812,0.04
KOR,RICE,THND_TONNE,1993,4749.562,0.04
KOR,SOYBEAN,TONNE_HA,1993,1.456460518,0.04
KOR,SOYBEAN,THND_HA,1993,116.825,0.04
KOR,MAIZE,THND_TONNE,1993,82.107,0.04
KOR,MAIZE,THND_HA,1993,19.622,0.04
KOR,SOYBEAN,THND_TONNE,1993,170.151,0.04
KOR,MAIZE,TONNE_HA,1993,4.184435837,0.04
KOR,RICE,TONNE_HA,1994,4.588905577,1.249
KOR,WHEAT,TONNE_HA,1994,3.704467354,1.249
KOR,WHEAT,THND_TONNE,1994,2.156,1.249
KOR,WHEAT,THND_HA,1994,0.582,1.249
KOR,RICE,THND_HA,1994,1102.608,1.249
KOR,RICE,THND_TONNE,1994,5059.764,1.249
KOR,SOYBEAN,TONNE_HA,1994,1.268226963,1.249
KOR,SOYBEAN,THND_HA,1994,121.729,1.249
KOR,MAIZE,THND_TONNE,1994,88.578,1.249
KOR,MAIZE,THND_HA,1994,21.667,1.249
KOR,SOYBEAN,THND_TONNE,1994,154.38,1.249
KOR,MAIZE,TONNE_HA,1994,4.08815249,1.249
KOR,RICE,TONNE_HA,1995,4.446536878,0.418
KOR,WHEAT,TONNE_HA,1995,4.438581315,0.418
KOR,WHEAT,THND_TONNE,1995,10.262,0.418
KOR,WHEAT,THND_HA,1995,2.312,0.418
KOR,RICE,THND_HA,1995,1055.868,0.418
KOR,RICE,THND_TONNE,1995,4694.956,0.418
KOR,SOYBEAN,TONNE_HA,1995,1.519874328,0.418
KOR,SOYBEAN,THND_HA,1995,105.035,0.418
KOR,MAIZE,THND_TONNE,1995,74.465,0.418
KOR,MAIZE,THND_HA,1995,17.541,0.418
KOR,SOYBEAN,THND_TONNE,1995,159.64,0.418
KOR,MAIZE,TONNE_HA,1995,4.245196967,0.418
KOR,RICE,TONNE_HA,1996,5.071632195,-0.019
KOR,WHEAT,TONNE_HA,1996,3.91926803,-0.019
KOR,WHEAT,THND_TONNE,1996,10.923,-0.019
KOR,WHEAT,THND_HA,1996,2.787,-0.019
KOR,RICE,THND_HA,1996,1049.556,-0.019
KOR,RICE,THND_TONNE,1996,5322.962,-0.019
KOR,SOYBEAN,TONNE_HA,1996,1.633662962,-0.019
KOR,SOYBEAN,THND_HA,1996,97.989,-0.019
KOR,MAIZE,THND_TONNE,1996,72.168,-0.019
KOR,MAIZE,THND_HA,1996,17.908,-0.019
KOR,SOYBEAN,THND_TONNE,1996,160.081,-0.019
KOR,MAIZE,TONNE_HA,1996,4.029930757,-0.019
KOR,RICE,TONNE_HA,1997,5.178246761,0.737
KOR,WHEAT,TONNE_HA,1997,4.044069641,0.737
KOR,WHEAT,THND_TONNE,1997,7.433,0.737
KOR,WHEAT,THND_HA,1997,1.838,0.737
KOR,RICE,THND_HA,1997,1052.395,0.737
KOR,RICE,THND_TONNE,1997,5449.561,0.737
KOR,SOYBEAN,TONNE_HA,1997,1.567052532,0.737
KOR,SOYBEAN,THND_HA,1997,99.862,0.737
KOR,MAIZE,THND_TONNE,1997,86.763,0.737
KOR,MAIZE,THND_HA,1997,21.097,0.737
KOR,SOYBEAN,THND_TONNE,1997,156.489,0.737
KOR,MAIZE,TONNE_HA,1997,4.112575248,0.737
KOR,RICE,TONNE_HA,1998,4.813248694,1.47
KOR,WHEAT,TONNE_HA,1998,3.484693878,1.47
KOR,WHEAT,THND_TONNE,1998,4.781,1.47
KOR,WHEAT,THND_HA,1998,1.372,1.47
KOR,RICE,THND_HA,1998,1058.927,1.47
KOR,RICE,THND_TONNE,1998,5096.879,1.47
KOR,SOYBEAN,TONNE_HA,1998,1.437736738,1.47
KOR,SOYBEAN,THND_HA,1998,97.682,1.47
KOR,MAIZE,THND_TONNE,1998,80.203,1.47
KOR,MAIZE,THND_HA,1998,20.14,1.47
KOR,SOYBEAN,THND_TONNE,1998,140.441,1.47
KOR,MAIZE,TONNE_HA,1998,3.982274081,1.47
KOR,RICE,TONNE_HA,1999,4.935926836,1.032
KOR,WHEAT,TONNE_HA,1999,3.669928245,1.032
KOR,WHEAT,THND_TONNE,1999,5.626,1.032
KOR,WHEAT,THND_HA,1999,1.533,1.032
KOR,RICE,THND_HA,1999,1066.203,1.032
KOR,RICE,THND_TONNE,1999,5262.7,1.032
KOR,SOYBEAN,TONNE_HA,1999,1.334313883,1.032
KOR,SOYBEAN,THND_HA,1999,87.026,1.032
KOR,MAIZE,THND_TONNE,1999,79.333,1.032
KOR,MAIZE,THND_HA,1999,20.134,1.032
KOR,SOYBEAN,THND_TONNE,1999,116.12,1.032
KOR,MAIZE,TONNE_HA,1999,3.940250323,1.032
KOR,RICE,TONNE_HA,2000,4.933750045,0.414
KOR,WHEAT,TONNE_HA,2000,2.54515778,0.414
KOR,WHEAT,THND_TONNE,2000,2.339,0.414
KOR,WHEAT,THND_HA,2000,0.919,0.414
KOR,RICE,THND_HA,2000,1072.363,0.414
KOR,RICE,THND_TONNE,2000,5290.771,0.414
KOR,SOYBEAN,TONNE_HA,2000,1.313544374,0.414
KOR,SOYBEAN,THND_HA,2000,86.176,0.414
KOR,MAIZE,THND_TONNE,2000,64.205,0.414
KOR,MAIZE,THND_HA,2000,15.808,0.414
KOR,SOYBEAN,THND_TONNE,2000,113.196,0.414
KOR,MAIZE,TONNE_HA,2000,4.061551113,0.414
KOR,RICE,TONNE_HA,2001,5.091560069,0.893
KOR,WHEAT,TONNE_HA,2001,3.104918033,0.893
KOR,WHEAT,THND_TONNE,2001,2.841,0.893
KOR,WHEAT,THND_HA,2001,0.915,0.893
KOR,RICE,THND_HA,2001,1083.125,0.893
KOR,RICE,THND_TONNE,2001,5514.796,0.893
KOR,SOYBEAN,TONNE_HA,2001,1.501281643,0.893
KOR,SOYBEAN,THND_HA,2001,78.415,0.893
KOR,MAIZE,THND_TONNE,2001,57.218,0.893
KOR,MAIZE,THND_HA,2001,14.208,0.893
KOR,SOYBEAN,THND_TONNE,2001,117.723,0.893
KOR,MAIZE,TONNE_HA,2001,4.027167793,0.893
KOR,RICE,TONNE_HA,2002,4.677944826,0.65
KOR,WHEAT,TONNE_HA,2002,3.226769912,0.65
KOR,WHEAT,THND_TONNE,2002,5.834,0.65
KOR,WHEAT,THND_HA,2002,1.808,0.65
KOR,RICE,THND_HA,2002,1053.186,0.65
KOR,RICE,THND_TONNE,2002,4926.746,0.65
KOR,SOYBEAN,TONNE_HA,2002,1.423493886,0.65
KOR,SOYBEAN,THND_HA,2002,80.804,0.65
KOR,MAIZE,THND_TONNE,2002,73.223,0.65
KOR,MAIZE,THND_HA,2002,17.344,0.65
KOR,SOYBEAN,THND_TONNE,2002,115.024,0.65
KOR,MAIZE,TONNE_HA,2002,4.221805812,0.65
KOR,RICE,TONNE_HA,2003,4.380909028,0.618
KOR,WHEAT,TONNE_HA,2003,3.051203901,0.618
KOR,WHEAT,THND_TONNE,2003,10.011,0.618
KOR,WHEAT,THND_HA,2003,3.281,0.618
KOR,RICE,THND_HA,2003,1016.03,0.618
KOR,RICE,THND_TONNE,2003,4451.135,0.618
KOR,SOYBEAN,TONNE_HA,2003,1.306313473,0.618
KOR,SOYBEAN,THND_HA,2003,80.447,0.618
KOR,MAIZE,THND_TONNE,2003,70.242,0.618
KOR,MAIZE,THND_HA,2003,16.966,0.618
KOR,SOYBEAN,THND_TONNE,2003,105.089,0.618
KOR,MAIZE,TONNE_HA,2003,4.140162678,0.618
KOR,RICE,TONNE_HA,2004,4.994360536,1.185
KOR,WHEAT,TONNE_HA,2004,3.328850211,1.185
KOR,WHEAT,THND_TONNE,2004,12.623,1.185
KOR,WHEAT,THND_HA,2004,3.792,1.185
KOR,RICE,THND_HA,2004,1001.159,1.185
KOR,RICE,THND_TONNE,2004,5000.149,1.185
KOR,SOYBEAN,TONNE_HA,2004,1.625073297,1.185
KOR,SOYBEAN,THND_HA,2004,85.27,1.185
KOR,MAIZE,THND_TONNE,2004,77.616,1.185
KOR,MAIZE,THND_HA,2004,18.218,1.185
KOR,SOYBEAN,THND_TONNE,2004,138.57,1.185
KOR,MAIZE,TONNE_HA,2004,4.2604018,1.185
KOR,RICE,TONNE_HA,2005,4.867087128,0.918
KOR,WHEAT,TONNE_HA,2005,3.205845511,0.918
KOR,WHEAT,THND_TONNE,2005,7.678,0.918
KOR,WHEAT,THND_HA,2005,2.395,0.918
KOR,RICE,THND_HA,2005,979.717,0.918
KOR,RICE,THND_TONNE,2005,4768.368,0.918
KOR,SOYBEAN,TONNE_HA,2005,1.739103215,0.918
KOR,SOYBEAN,THND_HA,2005,105.421,0.918
KOR,MAIZE,THND_TONNE,2005,73.47,0.918
KOR,MAIZE,THND_HA,2005,15.176,0.918
KOR,SOYBEAN,THND_TONNE,2005,183.338,0.918
KOR,MAIZE,TONNE_HA,2005,4.841196626,0.918
KOR,RICE,TONNE_HA,2006,4.899339321,0.478
KOR,WHEAT,TONNE_HA,2006,3.3429229,0.478
KOR,WHEAT,THND_TONNE,2006,5.81,0.478
KOR,WHEAT,THND_HA,2006,1.738,0.478
KOR,RICE,THND_HA,2006,955.229,0.478
KOR,RICE,THND_TONNE,2006,4679.991,0.478
KOR,SOYBEAN,TONNE_HA,2006,1.733046716,0.478
KOR,SOYBEAN,THND_HA,2006,90.248,0.478
KOR,MAIZE,THND_TONNE,2006,64.623,0.478
KOR,MAIZE,THND_HA,2006,13.661,0.478
KOR,SOYBEAN,THND_TONNE,2006,156.404,0.478
KOR,MAIZE,TONNE_HA,2006,4.730473611,0.478
KOR,RICE,TONNE_HA,2007,4.638508813,1.237
KOR,WHEAT,TONNE_HA,2007,3.812759336,1.237
KOR,WHEAT,THND_TONNE,2007,7.351,1.237
KOR,WHEAT,THND_HA,2007,1.928,1.237
KOR,RICE,THND_HA,2007,950.25,1.237
KOR,RICE,THND_TONNE,2007,4407.743,1.237
KOR,SOYBEAN,TONNE_HA,2007,1.49796111,1.237
KOR,SOYBEAN,THND_HA,2007,76.267,1.237
KOR,MAIZE,THND_TONNE,2007,83.513,1.237
KOR,MAIZE,THND_HA,2007,16.981,1.237
KOR,SOYBEAN,THND_TONNE,2007,114.245,1.237
KOR,MAIZE,TONNE_HA,2007,4.918026029,1.237
KOR,RICE,TONNE_HA,2008,5.17594997,0.946
KOR,WHEAT,TONNE_HA,2008,4.063946646,0.946
KOR,WHEAT,THND_TONNE,2008,10.359,0.946
KOR,WHEAT,THND_HA,2008,2.549,0.946
KOR,RICE,THND_HA,2008,935.766,0.946
KOR,RICE,THND_TONNE,2008,4843.478,0.946
KOR,SOYBEAN,TONNE_HA,2008,1.763297095,0.946
KOR,SOYBEAN,THND_HA,2008,75.242,0.946
KOR,MAIZE,THND_TONNE,2008,92.83,0.946
KOR,MAIZE,THND_HA,2008,18.366,0.946
KOR,SOYBEAN,THND_TONNE,2008,132.674,0.946
KOR,MAIZE,TONNE_HA,2008,5.054448437,0.946
KOR,RICE,TONNE_HA,2009,5.317722243,0.95
KOR,WHEAT,TONNE_HA,2009,3.70672982,0.95
KOR,WHEAT,THND_TONNE,2009,18.782,0.95
KOR,WHEAT,THND_HA,2009,5.067,0.95
KOR,RICE,THND_HA,2009,924.471,0.95
KOR,RICE,THND_TONNE,2009,4916.08,0.95
KOR,SOYBEAN,TONNE_HA,2009,1.981797481,0.95
KOR,SOYBEAN,THND_HA,2009,70.265,0.95
KOR,MAIZE,THND_TONNE,2009,76.975,0.95
KOR,MAIZE,THND_HA,2009,15.326,0.95
KOR,SOYBEAN,THND_TONNE,2009,139.251,0.95
KOR,MAIZE,TONNE_HA,2009,5.022510766,0.95
KOR,RICE,TONNE_HA,2010,4.815085968,0.498
KOR,WHEAT,TONNE_HA,2010,3.117309531,0.498
KOR,WHEAT,THND_TONNE,2010,39.116,0.498
KOR,WHEAT,THND_HA,2010,12.548,0.498
KOR,RICE,THND_HA,2010,892.074,0.498
KOR,RICE,THND_TONNE,2010,4295.413,0.498
KOR,SOYBEAN,TONNE_HA,2010,1.474965697,0.498
KOR,SOYBEAN,THND_HA,2010,71.422,0.498
KOR,MAIZE,THND_TONNE,2010,74.339,0.498
KOR,MAIZE,THND_HA,2010,15.528,0.498
KOR,SOYBEAN,THND_TONNE,2010,105.345,0.498
KOR,MAIZE,TONNE_HA,2010,4.78741628,0.498
KOR,RICE,TONNE_HA,2011,4.947183433,0.31
KOR,WHEAT,TONNE_HA,2011,3.348436063,0.31
KOR,WHEAT,THND_TONNE,2011,43.677,0.31
KOR,WHEAT,THND_HA,2011,13.044,0.31
KOR,RICE,THND_HA,2011,853.823,0.31
KOR,RICE,THND_TONNE,2011,4224.019,0.31
KOR,SOYBEAN,TONNE_HA,2011,1.66211512,0.31
KOR,SOYBEAN,THND_HA,2011,77.849,0.31
KOR,MAIZE,THND_TONNE,2011,73.612,0.31
KOR,MAIZE,THND_HA,2011,15.823,0.31
KOR,SOYBEAN,THND_TONNE,2011,129.394,0.31
KOR,MAIZE,TONNE_HA,2011,4.65221513,0.31
KOR,RICE,TONNE_HA,2012,4.717754471,0.402
KOR,WHEAT,TONNE_HA,2012,3.909791909,0.402
KOR,WHEAT,THND_TONNE,2012,37.014,0.402
KOR,WHEAT,THND_HA,2012,9.467,0.402
KOR,RICE,THND_HA,2012,849.172,0.402
KOR,RICE,THND_TONNE,2012,4006.185,0.402
KOR,SOYBEAN,TONNE_HA,2012,1.515536479,0.402
KOR,SOYBEAN,THND_HA,2012,80.842,0.402
KOR,MAIZE,THND_TONNE,2012,83.21,0.402
KOR,MAIZE,THND_HA,2012,17.001,0.402
KOR,SOYBEAN,THND_TONNE,2012,122.519,0.402
KOR,MAIZE,TONNE_HA,2012,4.894417975,0.402
KOR,RICE,TONNE_HA,2013,5.080331482,0.519
KOR,WHEAT,TONNE_HA,2013,2.585243456,0.519
KOR,WHEAT,THND_TONNE,2013,19.061,0.519
KOR,WHEAT,THND_HA,2013,7.373,0.519
KOR,RICE,THND_HA,2013,832.625,0.519
KOR,RICE,THND_TONNE,2013,4230.011,0.519
KOR,SOYBEAN,TONNE_HA,2013,1.925091527,0.519
KOR,SOYBEAN,THND_HA,2013,80.031,0.519
KOR,MAIZE,THND_TONNE,2013,80.465,0.519
KOR,MAIZE,THND_HA,2013,15.905,0.519
KOR,SOYBEAN,THND_TONNE,2013,154.067,0.519
KOR,MAIZE,TONNE_HA,2013,5.059100912,0.519
KOR,RICE,TONNE_HA,2014,5.200132188,0.987
KOR,WHEAT,TONNE_HA,2014,3.260306407,0.987
KOR,WHEAT,THND_TONNE,2014,23.409,0.987
KOR,WHEAT,THND_HA,2014,7.18,0.987
KOR,RICE,THND_HA,2014,815.506,0.987
KOR,RICE,THND_TONNE,2014,4240.739,0.987
KOR,SOYBEAN,TONNE_HA,2014,1.865549483,0.987
KOR,SOYBEAN,THND_HA,2014,74.652,0.987
KOR,MAIZE,THND_TONNE,2014,82.008,0.987
KOR,MAIZE,THND_HA,2014,15.839,0.987
KOR,SOYBEAN,THND_TONNE,2014,139.267,0.987
KOR,MAIZE,TONNE_HA,2014,5.177599596,0.987
KOR,RICE,TONNE_HA,2015,5.413082478,0.944
KOR,WHEAT,TONNE_HA,2015,3.244217473,0.944
KOR,WHEAT,THND_TONNE,2015,32.68873526,0.944
KOR,WHEAT,THND_HA,2015,10.076,0.944
KOR,RICE,THND_HA,2015,799.344,0.944
KOR,RICE,THND_TONNE,2015,4326.915,0.944
KOR,SOYBEAN,TONNE_HA,2015,1.895320505,0.944
KOR,SOYBEAN,THND_HA,2015,56.666,0.944
KOR,MAIZE,THND_TONNE,2015,77.184,0.944
KOR,MAIZE,THND_HA,2015,15.356,0.944
KOR,SOYBEAN,THND_TONNE,2015,107.4002317,0.944
KOR,MAIZE,TONNE_HA,2015,5.026308935,0.944
KOR,RICE,TONNE_HA,2016,5.102825155,1.637
KOR,WHEAT,TONNE_HA,2016,3.289581662,1.637
KOR,WHEAT,THND_TONNE,2016,33.88561519,1.637
KOR,WHEAT,THND_HA,2016,10.30088889,1.637
KOR,RICE,THND_HA,2016,785.220662,1.637
KOR,RICE,THND_TONNE,2016,4006.843746,1.637
KOR,SOYBEAN,TONNE_HA,2016,1.921791405,1.637
KOR,SOYBEAN,THND_HA,2016,56.666,1.637
KOR,MAIZE,THND_TONNE,2016,80.66244444,1.637
KOR,MAIZE,THND_HA,2016,16.0972,1.637
KOR,SOYBEAN,THND_TONNE,2016,108.9002317,1.637
KOR,MAIZE,TONNE_HA,2016,5.010961189,1.637
KOR,RICE,TONNE_HA,2017,5.15372201,1.459
KOR,WHEAT,TONNE_HA,2017,3.33300739,1.459
KOR,WHEAT,THND_TONNE,2017,35.08249512,1.459
KOR,WHEAT,THND_HA,2017,10.52577778,1.459
KOR,RICE,THND_HA,2017,770.8436826,1.459
KOR,RICE,THND_TONNE,2017,3972.714054,1.459
KOR,SOYBEAN,TONNE_HA,2017,1.948159252,1.459
KOR,SOYBEAN,THND_HA,2017,56.666,1.459
KOR,MAIZE,THND_TONNE,2017,81.89088889,1.459
KOR,MAIZE,THND_HA,2017,16.2263,1.459
KOR,SOYBEAN,THND_TONNE,2017,110.3943922,1.459
KOR,MAIZE,TONNE_HA,2017,5.04679988,1.459
KOR,RICE,TONNE_HA,2018,5.204618866,0.966
KOR,WHEAT,TONNE_HA,2018,3.374616308,0.966
KOR,WHEAT,THND_TONNE,2018,36.27937505,0.966
KOR,WHEAT,THND_HA,2018,10.75066667,0.966
KOR,RICE,THND_HA,2018,757.270578,0.966
KOR,RICE,THND_TONNE,2018,3941.304737,0.966
KOR,SOYBEAN,TONNE_HA,2018,1.974947016,0.966
KOR,SOYBEAN,THND_HA,2018,56.666,0.966
KOR,MAIZE,THND_TONNE,2018,83.11933333,0.966
KOR,MAIZE,THND_HA,2018,16.3554,0.966
KOR,SOYBEAN,THND_TONNE,2018,111.9123476,0.966
KOR,MAIZE,TONNE_HA,2018,5.082072791,0.966
KOR,RICE,TONNE_HA,2019,5.255515722,1.485
KOR,WHEAT,TONNE_HA,2019,3.414520094,1.485
KOR,WHEAT,THND_TONNE,2019,37.47625499,1.485
KOR,WHEAT,THND_HA,2019,10.97555556,1.485
KOR,RICE,THND_HA,2019,742.8995036,1.485
KOR,RICE,THND_TONNE,2019,3904.320021,1.485
KOR,SOYBEAN,TONNE_HA,2019,2.001421517,1.485
KOR,SOYBEAN,THND_HA,2019,56.666,1.485
KOR,MAIZE,THND_TONNE,2019,84.34777778,1.485
KOR,MAIZE,THND_HA,2019,16.4845,1.485
KOR,SOYBEAN,THND_TONNE,2019,113.4125517,1.485
KOR,MAIZE,TONNE_HA,2019,5.116793217,1.485
KOR,RICE,TONNE_HA,2020,5.306412577,1.551
KOR,WHEAT,TONNE_HA,2020,3.452821458,1.551
KOR,WHEAT,THND_TONNE,2020,38.67313492,1.551
KOR,WHEAT,THND_HA,2020,11.20044444,1.551
KOR,RICE,THND_HA,2020,728.2798764,1.551
KOR,RICE,THND_TONNE,2020,3864.553496,1.551
KOR,SOYBEAN,TONNE_HA,2020,2.027786618,1.551
KOR,SOYBEAN,THND_HA,2020,56.666,1.551
KOR,MAIZE,THND_TONNE,2020,85.57622222,1.551
KOR,MAIZE,THND_HA,2020,16.6136,1.551
KOR,SOYBEAN,THND_TONNE,2020,114.9065565,1.551
KOR,MAIZE,TONNE_HA,2020,5.150974035,1.551
KOR,RICE,TONNE_HA,2021,5.357309433,1.762
KOR,WHEAT,TONNE_HA,2021,3.489615024,1.762
KOR,WHEAT,THND_TONNE,2021,39.87001485,1.762
KOR,WHEAT,THND_HA,2021,11.42533333,1.762
KOR,RICE,THND_HA,2021,714.4767873,1.762
KOR,RICE,THND_TONNE,2021,3827.673232,1.762
KOR,SOYBEAN,TONNE_HA,2021,2.054197769,1.762
KOR,SOYBEAN,THND_HA,2021,56.666,1.762
KOR,MAIZE,THND_TONNE,2021,86.80466667,1.762
KOR,MAIZE,THND_HA,2021,16.7427,1.762
KOR,SOYBEAN,THND_TONNE,2021,116.4031708,1.762
KOR,MAIZE,TONNE_HA,2021,5.184627728,1.762
KOR,RICE,TONNE_HA,2022,5.408206289,1.659
KOR,WHEAT,TONNE_HA,2022,3.524988107,1.659
KOR,WHEAT,THND_TONNE,2022,41.06689478,1.659
KOR,WHEAT,THND_HA,2022,11.65022222,1.659
KOR,RICE,THND_HA,2022,700.6295458,1.659
KOR,RICE,THND_TONNE,2022,3789.149115,1.659
KOR,SOYBEAN,TONNE_HA,2022,2.080793439,1.659
KOR,SOYBEAN,THND_HA,2022,56.666,1.659
KOR,MAIZE,THND_TONNE,2022,88.03311111,1.659
KOR,MAIZE,THND_HA,2022,16.8718,1.659
KOR,SOYBEAN,THND_TONNE,2022,117.910241,1.659
KOR,MAIZE,TONNE_HA,2022,5.217766398,1.659
MEX,RICE,TONNE_HA,1990,2.666666667,0.274
MEX,WHEAT,TONNE_HA,1990,4.213290461,0.274
MEX,RICE,THND_TONNE,1990,200.0,0.274
MEX,RICE,THND_HA,1990,75.0,0.274
MEX,WHEAT,THND_TONNE,1990,3931.0,0.274
MEX,WHEAT,THND_HA,1990,933.0,0.274
MEX,SOYBEAN,THND_TONNE,1990,575.0,0.274
MEX,MAIZE,TONNE_HA,1990,1.994140891,0.274
MEX,SOYBEAN,THND_HA,1990,286.0,0.274
MEX,MAIZE,THND_TONNE,1990,14635.0,0.274
MEX,MAIZE,THND_HA,1990,7339.0,0.274
MEX,SOYBEAN,TONNE_HA,1990,2.01048951,0.274
MEX,RICE,TONNE_HA,1991,2.714285714,0.268
MEX,WHEAT,TONNE_HA,1991,4.127219248,0.268
MEX,RICE,THND_TONNE,1991,190.0,0.268
MEX,RICE,THND_HA,1991,70.0,0.268
MEX,WHEAT,THND_TONNE,1991,4060.738,0.268
MEX,WHEAT,THND_HA,1991,983.892,0.268
MEX,SOYBEAN,THND_TONNE,1991,724.969,0.268
MEX,MAIZE,TONNE_HA,1991,2.05151097,0.268
MEX,SOYBEAN,THND_HA,1991,341.679,0.268
MEX,MAIZE,THND_TONNE,1991,14251.5,0.268
MEX,MAIZE,THND_HA,1991,6946.831,0.268
MEX,SOYBEAN,TONNE_HA,1991,2.121783897,0.268
MEX,RICE,TONNE_HA,1992,2.857142857,0.086
MEX,WHEAT,TONNE_HA,1992,3.953023424,0.086
MEX,RICE,THND_TONNE,1992,200.0,0.086
MEX,RICE,THND_HA,1992,70.0,0.086
MEX,WHEAT,THND_TONNE,1992,3620.503,0.086
MEX,WHEAT,THND_HA,1992,915.882,0.086
MEX,SOYBEAN,THND_TONNE,1992,593.54,0.086
MEX,MAIZE,TONNE_HA,1992,2.344994675,0.086
MEX,SOYBEAN,THND_HA,1992,322.793,0.086
MEX,MAIZE,THND_TONNE,1992,16929.342,0.086
MEX,MAIZE,THND_HA,1992,7219.352,0.086
MEX,SOYBEAN,TONNE_HA,1992,1.838763542,0.086
MEX,RICE,TONNE_HA,1993,3.215846893,0.327
MEX,WHEAT,TONNE_HA,1993,4.082108209,0.327
MEX,RICE,THND_TONNE,1993,189.5388,0.327
MEX,RICE,THND_HA,1993,58.939,0.327
MEX,WHEAT,THND_TONNE,1993,3582.45,0.327
MEX,WHEAT,THND_HA,1993,877.598,0.327
MEX,SOYBEAN,THND_TONNE,1993,497.566,0.327
MEX,MAIZE,TONNE_HA,1993,2.440053041,0.327
MEX,SOYBEAN,THND_HA,1993,237.765,0.327
MEX,MAIZE,THND_TONNE,1993,18125.263,0.327
MEX,MAIZE,THND_HA,1993,7428.225,0.327
MEX,SOYBEAN,TONNE_HA,1993,2.092679747,0.327
MEX,RICE,TONNE_HA,1994,2.808630917,0.711
MEX,WHEAT,TONNE_HA,1994,4.303382225,0.711
MEX,RICE,THND_TONNE,1994,246.58656,0.711
MEX,RICE,THND_HA,1994,87.796,0.711
MEX,WHEAT,THND_TONNE,1994,4150.922,0.711
MEX,WHEAT,THND_HA,1994,964.572,0.711
MEX,SOYBEAN,THND_TONNE,1994,522.583,0.711
MEX,MAIZE,TONNE_HA,1994,2.225518333,0.711
MEX,SOYBEAN,THND_HA,1994,288.499,0.711
MEX,MAIZE,THND_TONNE,1994,18235.826,0.711
MEX,MAIZE,THND_HA,1994,8193.968,0.711
MEX,SOYBEAN,TONNE_HA,1994,1.811385828,0.711
MEX,RICE,TONNE_HA,1995,3.088257117,0.81
MEX,WHEAT,TONNE_HA,1995,3.731950188,0.81
MEX,RICE,THND_TONNE,1995,242.2398,0.81
MEX,RICE,THND_HA,1995,78.439,0.81
MEX,WHEAT,THND_TONNE,1995,3468.217,0.81
MEX,WHEAT,THND_HA,1995,929.331,0.81
MEX,SOYBEAN,THND_TONNE,1995,189.774,0.81
MEX,MAIZE,TONNE_HA,1995,2.288274189,0.81
MEX,SOYBEAN,THND_HA,1995,134.396,0.81
MEX,MAIZE,THND_TONNE,1995,18352.856,0.81
MEX,MAIZE,THND_HA,1995,8020.392,0.81
MEX,SOYBEAN,TONNE_HA,1995,1.412050954,0.81
MEX,RICE,TONNE_HA,1996,2.997182466,0.567
MEX,WHEAT,TONNE_HA,1996,4.170641227,0.567
MEX,RICE,THND_TONNE,1996,260.0895,0.567
MEX,RICE,THND_HA,1996,86.778,0.567
MEX,WHEAT,THND_TONNE,1996,3375.008,0.567
MEX,WHEAT,THND_HA,1996,809.23,0.567
MEX,SOYBEAN,THND_TONNE,1996,56.074,0.567
MEX,MAIZE,TONNE_HA,1996,2.238904377,0.567
MEX,SOYBEAN,THND_HA,1996,49.059,0.567
MEX,MAIZE,THND_TONNE,1996,18025.952,0.567
MEX,MAIZE,THND_HA,1996,8051.238,0.567
MEX,SOYBEAN,TONNE_HA,1996,1.142991092,0.567
MEX,RICE,TONNE_HA,1997,2.730062912,0.5
MEX,WHEAT,TONNE_HA,1997,4.734662432,0.5
MEX,RICE,THND_TONNE,1997,309.8403,0.5
MEX,RICE,THND_HA,1997,113.492,0.5
MEX,WHEAT,THND_TONNE,1997,3656.594,0.5
MEX,WHEAT,THND_HA,1997,772.303,0.5
MEX,SOYBEAN,THND_TONNE,1997,184.526,0.5
MEX,MAIZE,TONNE_HA,1997,2.384028163,0.5
MEX,SOYBEAN,THND_HA,1997,122.548,0.5
MEX,MAIZE,THND_TONNE,1997,17656.258,0.5
MEX,MAIZE,THND_HA,1997,7406.061,0.5
MEX,SOYBEAN,TONNE_HA,1997,1.505744688,0.5
MEX,RICE,TONNE_HA,1998,2.977090632,0.736
MEX,WHEAT,TONNE_HA,1998,4.207719641,0.736
MEX,RICE,THND_TONNE,1998,302.35392,0.736
MEX,RICE,THND_HA,1998,101.5602,0.736
MEX,WHEAT,THND_TONNE,1998,3235.08,0.736
MEX,WHEAT,THND_HA,1998,768.844,0.736
MEX,SOYBEAN,THND_TONNE,1998,150.3,0.736
MEX,MAIZE,TONNE_HA,1998,2.342914018,0.736
MEX,SOYBEAN,THND_HA,1998,94.0646,0.736
MEX,MAIZE,THND_TONNE,1998,18454.71,0.736
MEX,MAIZE,THND_HA,1998,7876.81915,0.736
MEX,SOYBEAN,TONNE_HA,1998,1.597838081,0.736
MEX,RICE,TONNE_HA,1999,2.908657465,0.642
MEX,WHEAT,TONNE_HA,1999,4.631151311,0.642
MEX,RICE,THND_TONNE,1999,231.82,0.642
MEX,RICE,THND_HA,1999,79.7,0.642
MEX,WHEAT,THND_TONNE,1999,3020.9,0.642
MEX,WHEAT,THND_HA,1999,652.3,0.642
MEX,SOYBEAN,THND_TONNE,1999,132.819,0.642
MEX,MAIZE,TONNE_HA,1999,2.472028704,0.642
